"activity_id","budget_id","budget_reel","budget_prevu","budget_ecart","pris_activite"
"100","100","0","0","0","0"
"101","101","0","0","0","0"
"102","2007","0","0","0","0"
"103","6695","0","0","0","0"
"104","8141","0","0","0","0"
"105","105","0","0","0","0"
"106","106","0","0","0","0"
"107","107","0","0","0","0"
"108","108","0","0","0","0"
"109","3490","0","0","0","0"
"110","110","0","0","0","0"
"111","5419","0","0","0","0"
"112","4294","0","0","0","0"
"113","113","0","0","0","0"
"114","1401","0","0","0","0"
"115","115","0","0","0","0"
"116","116","0","0","0","0"
"117","8218","0","0","0","0"
"118","118","0","0","0","0"
"119","7919","0","0","0","0"
"120","2275","0","0","0","0"
"121","4624","0","0","0","0"
"122","122","0","0","0","0"
"123","7783","0","0","0","0"
"124","8728","0","0","0","0"
"125","2887","0","0","0","0"
"126","6615","0","0","0","0"
"127","8304","0","0","0","0"
"128","3144","0","0","0","0"
"129","6341","0","0","0","0"
"130","130","0","0","0","0"
"131","131","0","0","0","0"
"132","132","0","0","0","0"
"133","133","0","0","0","0"
"134","5955","0","0","0","0"
"135","743","0","0","0","0"
"136","136","0","0","0","0"
"137","7582","0","0","0","0"
"138","138","0","0","0","0"
"139","139","0","0","0","0"
"140","140","0","0","0","0"
"141","141","0","0","0","0"
"142","3946","0","0","0","0"
"143","7035","0","0","0","0"
"144","144","0","0","0","0"
"145","7989","0","0","0","0"
"146","146","0","0","0","0"
"147","147","0","0","0","0"
"148","148","0","0","0","0"
"149","149","0","0","0","0"
"150","8001","0","0","0","0"
"151","151","0","0","0","0"
"152","152","0","0","0","0"
"153","153","0","0","0","0"
"154","7047","0","0","0","0"
"155","155","0","0","0","0"
"156","156","0","0","0","0"
"157","6308","0","0","0","0"
"158","158","0","0","0","0"
"159","159","0","0","0","0"
"160","3944","0","0","0","0"
"161","503","0","0","0","0"
"162","162","0","0","0","0"
"163","2350","0","0","0","0"
"164","164","0","0","0","0"
"165","7340","0","0","0","0"
"166","166","0","0","0","0"
"167","7032","0","0","0","0"
"168","2259","0","0","0","0"
"169","2322","0","0","0","0"
"170","170","0","0","0","0"
"171","171","0","0","0","0"
"172","172","0","0","0","0"
"173","8417","0","0","0","0"
"174","174","0","0","0","0"
"175","8952","0","0","0","0"
"176","6569","0","0","0","0"
"177","177","0","0","0","0"
"178","8070","0","0","0","0"
"179","179","0","0","0","0"
"180","180","0","0","0","0"
"181","181","0","0","0","0"
"182","3805","0","0","0","0"
"183","898","0","0","0","0"
"184","7509","0","0","0","0"
"185","8480","0","0","0","0"
"186","7340","0","0","0","0"
"187","187","0","0","0","0"
"188","188","0","0","0","0"
"189","189","0","0","0","0"
"190","190","0","0","0","0"
"191","6611","0","0","0","0"
"192","1573","0","0","0","0"
"193","193","0","0","0","0"
"194","8967","0","0","0","0"
"195","195","0","0","0","0"
"196","196","0","0","0","0"
"197","3388","0","0","0","0"
"198","198","0","0","0","0"
"199","3931","0","0","0","0"
"200","1949","0","0","0","0"
"201","201","0","0","0","0"
"202","202","0","0","0","0"
"203","203","0","0","0","0"
"204","204","0","0","0","0"
"205","205","0","0","0","0"
"206","4772","0","0","0","0"
"207","207","0","0","0","0"
"208","208","0","0","0","0"
"209","4163","0","0","0","0"
"210","3974","0","0","0","0"
"211","7292","0","0","0","0"
"212","212","0","0","0","0"
"213","6368","0","0","0","0"
"214","1829","0","0","0","0"
"215","215","0","0","0","0"
"216","4971","0","0","0","0"
"217","217","0","0","0","0"
"218","218","0","0","0","0"
"219","219","0","0","0","0"
"220","220","0","0","0","0"
"221","5902","0","0","0","0"
"222","222","0","0","0","0"
"223","223","0","0","0","0"
"224","224","0","0","0","0"
"225","225","0","0","0","0"
"226","8845","0","0","0","0"
"227","227","0","0","0","0"
"228","228","0","0","0","0"
"229","229","0","0","0","0"
"230","230","0","0","0","0"
"231","5771","0","0","0","0"
"232","2312","0","0","0","0"
"233","233","0","0","0","0"
"234","234","0","0","0","0"
"235","2488","0","0","0","0"
"236","236","0","0","0","0"
"237","237","0","0","0","0"
"238","4345","0","0","0","0"
"239","239","0","0","0","0"
"240","240","0","0","0","0"
"241","8903","0","0","0","0"
"242","7457","0","0","0","0"
"243","243","0","0","0","0"
"244","244","0","0","0","0"
"245","245","0","0","0","0"
"246","246","0","0","0","0"
"247","247","0","0","0","0"
"248","7070","0","0","0","0"
"249","249","0","0","0","0"
"250","250","0","0","0","0"
"251","1820","0","0","0","0"
"252","4767","0","0","0","0"
"253","253","0","0","0","0"
"254","254","0","0","0","0"
"255","8946","0","0","0","0"
"256","256","0","0","0","0"
"257","257","0","0","0","0"
"258","4918","0","0","0","0"
"259","1669","0","0","0","0"
"260","260","0","0","0","0"
"261","261","0","0","0","0"
"262","262","0","0","0","0"
"263","263","0","0","0","0"
"264","264","0","0","0","0"
"265","265","0","0","0","0"
"266","266","0","0","0","0"
"267","5731","0","0","0","0"
"268","268","0","0","0","0"
"269","5886","0","0","0","0"
"270","270","0","0","0","0"
"271","271","0","0","0","0"
"272","272","0","0","0","0"
"273","273","0","0","0","0"
"274","4021","0","0","0","0"
"275","275","0","0","0","0"
"276","276","0","0","0","0"
"277","5803","0","0","0","0"
"278","7233","0","0","0","0"
"279","4483","0","0","0","0"
"280","280","0","0","0","0"
"281","281","0","0","0","0"
"282","4489","0","0","0","0"
"283","283","0","0","0","0"
"284","284","0","0","0","0"
"285","285","0","0","0","0"
"286","286","0","0","0","0"
"287","287","0","0","0","0"
"288","7703","0","0","0","0"
"289","7955","0","0","0","0"
"290","5852","0","0","0","0"
"291","1062","0","0","0","0"
"292","292","0","0","0","0"
"293","3812","0","0","0","0"
"294","294","0","0","0","0"
"295","295","0","0","0","0"
"296","1914","0","0","0","0"
"297","7641","0","0","0","0"
"298","6926","0","0","0","0"
"299","299","0","0","0","0"
"300","300","0","0","0","0"
"301","6484","0","0","0","0"
"302","302","0","0","0","0"
"303","303","0","0","0","0"
"304","3061","0","0","0","0"
"305","305","0","0","0","0"
"306","5297","0","0","0","0"
"307","581","0","0","0","0"
"308","2156","0","0","0","0"
"309","8138","0","0","0","0"
"310","3168","0","0","0","0"
"311","4765","0","0","0","0"
"312","312","0","0","0","0"
"313","313","0","0","0","0"
"314","1986","0","0","0","0"
"315","5780","0","0","0","0"
"316","316","0","0","0","0"
"317","6452","0","0","0","0"
"318","318","0","0","0","0"
"319","7545","0","0","0","0"
"320","4836","0","0","0","0"
"321","321","0","0","0","0"
"322","1540","0","0","0","0"
"323","323","0","0","0","0"
"324","3910","0","0","0","0"
"325","325","0","0","0","0"
"326","326","0","0","0","0"
"327","595","0","0","0","0"
"328","328","0","0","0","0"
"329","329","0","0","0","0"
"330","7796","0","0","0","0"
"331","5625","0","0","0","0"
"332","332","0","0","0","0"
"333","333","0","0","0","0"
"334","334","0","0","0","0"
"335","6069","0","0","0","0"
"336","336","0","0","0","0"
"337","6243","0","0","0","0"
"338","5184","0","0","0","0"
"339","339","0","0","0","0"
"340","7230","0","0","0","0"
"341","341","0","0","0","0"
"342","6481","0","0","0","0"
"343","3683","0","0","0","0"
"344","1856","0","0","0","0"
"345","7038","0","0","0","0"
"346","346","0","0","0","0"
"347","6900","0","0","0","0"
"348","348","0","0","0","0"
"349","4731","0","0","0","0"
"350","350","0","0","0","0"
"351","3191","0","0","0","0"
"352","352","0","0","0","0"
"353","4930","0","0","0","0"
"354","354","0","0","0","0"
"355","5076","0","0","0","0"
"356","356","0","0","0","0"
"357","6350","0","0","0","0"
"358","358","0","0","0","0"
"359","359","0","0","0","0"
"360","5570","0","0","0","0"
"361","361","0","0","0","0"
"362","362","0","0","0","0"
"363","363","0","0","0","0"
"364","5663","0","0","0","0"
"365","365","0","0","0","0"
"366","366","0","0","0","0"
"367","4023","0","0","0","0"
"368","7652","0","0","0","0"
"369","369","0","0","0","0"
"370","8335","0","0","0","0"
"371","5968","0","0","0","0"
"372","372","0","0","0","0"
"373","373","0","0","0","0"
"374","374","0","0","0","0"
"375","8186","0","0","0","0"
"376","7030","0","0","0","0"
"377","4680","0","0","0","0"
"378","378","0","0","0","0"
"379","4191","0","0","0","0"
"380","380","0","0","0","0"
"381","381","0","0","0","0"
"382","5821","0","0","0","0"
"383","1919","0","0","0","0"
"384","384","0","0","0","0"
"385","385","0","0","0","0"
"386","8288","0","0","0","0"
"387","5217","0","0","0","0"
"388","388","0","0","0","0"
"389","2490","0","0","0","0"
"390","6759","0","0","0","0"
"391","7839","0","0","0","0"
"392","2210","0","0","0","0"
"393","393","0","0","0","0"
"394","8417","0","0","0","0"
"395","395","0","0","0","0"
"396","396","0","0","0","0"
"397","5773","0","0","0","0"
"398","3783","0","0","0","0"
"399","399","0","0","0","0"
"400","4239","0","0","0","0"
"401","5316","0","0","0","0"
"402","7543","0","0","0","0"
"403","403","0","0","0","0"
"404","5958","0","0","0","0"
"405","405","0","0","0","0"
"406","1874","0","0","0","0"
"407","407","0","0","0","0"
"408","7755","0","0","0","0"
"409","7095","0","0","0","0"
"410","3195","0","0","0","0"
"411","411","0","0","0","0"
"412","6684","0","0","0","0"
"413","413","0","0","0","0"
"414","414","0","0","0","0"
"415","415","0","0","0","0"
"416","416","0","0","0","0"
"417","1508","0","0","0","0"
"418","418","0","0","0","0"
"419","6786","0","0","0","0"
"420","420","0","0","0","0"
"421","421","0","0","0","0"
"422","422","0","0","0","0"
"423","7977","0","0","0","0"
"424","424","0","0","0","0"
"425","425","0","0","0","0"
"426","426","0","0","0","0"
"427","427","0","0","0","0"
"428","428","0","0","0","0"
"429","7487","0","0","0","0"
"430","430","0","0","0","0"
"431","431","0","0","0","0"
"432","432","0","0","0","0"
"433","433","0","0","0","0"
"434","5891","0","0","0","0"
"435","435","0","0","0","0"
"436","436","0","0","0","0"
"437","6340","0","0","0","0"
"438","438","0","0","0","0"
"439","4415","0","0","0","0"
"440","440","0","0","0","0"
"441","3039","0","0","0","0"
"442","8468","0","0","0","0"
"443","5040","0","0","0","0"
"444","3804","0","0","0","0"
"445","445","0","0","0","0"
"446","1195","0","0","0","0"
"447","8188","0","0","0","0"
"448","448","0","0","0","0"
"449","449","0","0","0","0"
"450","4577","0","0","0","0"
"451","451","0","0","0","0"
"452","6057","0","0","0","0"
"453","7767","0","0","0","0"
"454","454","0","0","0","0"
"455","4411","0","0","0","0"
"456","8958","0","0","0","0"
"457","7600","0","0","0","0"
"458","458","0","0","0","0"
"459","459","0","0","0","0"
"460","460","0","0","0","0"
"461","3089","0","0","0","0"
"462","462","0","0","0","0"
"463","463","0","0","0","0"
"464","464","0","0","0","0"
"465","465","0","0","0","0"
"466","466","0","0","0","0"
"467","467","0","0","0","0"
"468","8445","0","0","0","0"
"469","622","0","0","0","0"
"470","470","0","0","0","0"
"471","471","0","0","0","0"
"472","472","0","0","0","0"
"473","473","0","0","0","0"
"474","2769","0","0","0","0"
"475","595","0","0","0","0"
"476","476","0","0","0","0"
"477","3858","0","0","0","0"
"478","478","0","0","0","0"
"479","479","0","0","0","0"
"480","480","0","0","0","0"
"481","4841","0","0","0","0"
"482","5558","0","0","0","0"
"483","483","0","0","0","0"
"484","484","0","0","0","0"
"485","485","0","0","0","0"
"486","486","0","0","0","0"
"487","8133","0","0","0","0"
"488","488","0","0","0","0"
"489","489","0","0","0","0"
"490","7042","0","0","0","0"
"491","491","0","0","0","0"
"492","492","0","0","0","0"
"493","493","0","0","0","0"
"494","494","0","0","0","0"
"495","495","0","0","0","0"
"496","496","0","0","0","0"
"497","4936","0","0","0","0"
"498","498","0","0","0","0"
"499","8717","0","0","0","0"
"500","500","0","0","0","0"
"501","7463","0","0","0","0"
"502","502","0","0","0","0"
"503","503","0","0","0","0"
"504","7984","0","0","0","0"
"505","5667","0","0","0","0"
"506","8812","0","0","0","0"
"507","2202","0","0","0","0"
"508","4466","0","0","0","0"
"509","8431","0","0","0","0"
"510","6621","0","0","0","0"
"511","3076","0","0","0","0"
"512","512","0","0","0","0"
"513","513","0","0","0","0"
"514","514","0","0","0","0"
"515","8185","0","0","0","0"
"516","516","0","0","0","0"
"517","5444","0","0","0","0"
"518","518","0","0","0","0"
"519","8606","0","0","0","0"
"520","520","0","0","0","0"
"521","521","0","0","0","0"
"522","6103","0","0","0","0"
"523","523","0","0","0","0"
"524","524","0","0","0","0"
"525","7025","0","0","0","0"
"526","7820","0","0","0","0"
"527","527","0","0","0","0"
"528","6139","0","0","0","0"
"529","529","0","0","0","0"
"530","5659","0","0","0","0"
"531","6664","0","0","0","0"
"532","532","0","0","0","0"
"533","533","0","0","0","0"
"534","534","0","0","0","0"
"535","7003","0","0","0","0"
"536","536","0","0","0","0"
"537","8372","0","0","0","0"
"538","3802","0","0","0","0"
"539","539","0","0","0","0"
"540","540","0","0","0","0"
"541","541","0","0","0","0"
"542","5446","0","0","0","0"
"543","543","0","0","0","0"
"544","544","0","0","0","0"
"545","8548","0","0","0","0"
"546","8731","0","0","0","0"
"547","1358","0","0","0","0"
"548","8134","0","0","0","0"
"549","5333","0","0","0","0"
"550","550","0","0","0","0"
"551","5047","0","0","0","0"
"552","7304","0","0","0","0"
"553","8323","0","0","0","0"
"554","6760","0","0","0","0"
"555","555","0","0","0","0"
"556","556","0","0","0","0"
"557","5627","0","0","0","0"
"558","7502","0","0","0","0"
"559","7757","0","0","0","0"
"560","4034","0","0","0","0"
"561","561","0","0","0","0"
"562","562","0","0","0","0"
"563","563","0","0","0","0"
"564","3313","0","0","0","0"
"565","565","0","0","0","0"
"566","4423","0","0","0","0"
"567","1303","0","0","0","0"
"568","568","0","0","0","0"
"569","569","0","0","0","0"
"570","570","0","0","0","0"
"571","7072","0","0","0","0"
"572","572","0","0","0","0"
"573","6583","0","0","0","0"
"574","574","0","0","0","0"
"575","6044","0","0","0","0"
"576","576","0","0","0","0"
"577","6480","0","0","0","0"
"578","578","0","0","0","0"
"579","579","0","0","0","0"
"580","5677","0","0","0","0"
"581","581","0","0","0","0"
"582","8359","0","0","0","0"
"583","755","0","0","0","0"
"584","928","0","0","0","0"
"585","1396","0","0","0","0"
"586","586","0","0","0","0"
"587","6684","0","0","0","0"
"588","588","0","0","0","0"
"589","589","0","0","0","0"
"590","590","0","0","0","0"
"591","5454","0","0","0","0"
"592","592","0","0","0","0"
"593","5549","0","0","0","0"
"594","8956","0","0","0","0"
"595","595","0","0","0","0"
"596","5499","0","0","0","0"
"597","4108","0","0","0","0"
"598","6327","0","0","0","0"
"599","6259","0","0","0","0"
"600","7081","0","0","0","0"
"601","601","0","0","0","0"
"602","602","0","0","0","0"
"603","2913","0","0","0","0"
"604","6629","0","0","0","0"
"605","605","0","0","0","0"
"606","606","0","0","0","0"
"607","607","0","0","0","0"
"608","5036","0","0","0","0"
"609","609","0","0","0","0"
"610","610","0","0","0","0"
"611","611","0","0","0","0"
"612","612","0","0","0","0"
"613","5254","0","0","0","0"
"614","2517","0","0","0","0"
"615","615","0","0","0","0"
"616","5131","0","0","0","0"
"617","617","0","0","0","0"
"618","5890","0","0","0","0"
"619","619","0","0","0","0"
"620","3688","0","0","0","0"
"621","7047","0","0","0","0"
"622","622","0","0","0","0"
"623","6896","0","0","0","0"
"624","8691","0","0","0","0"
"625","1185","0","0","0","0"
"626","5291","0","0","0","0"
"627","6251","0","0","0","0"
"628","3011","0","0","0","0"
"629","629","0","0","0","0"
"630","630","0","0","0","0"
"631","631","0","0","0","0"
"632","8946","0","0","0","0"
"633","633","0","0","0","0"
"634","634","0","0","0","0"
"635","8160","0","0","0","0"
"636","8689","0","0","0","0"
"637","637","0","0","0","0"
"638","638","0","0","0","0"
"639","639","0","0","0","0"
"640","640","0","0","0","0"
"641","641","0","0","0","0"
"642","642","0","0","0","0"
"643","2321","0","0","0","0"
"644","5709","0","0","0","0"
"645","8734","0","0","0","0"
"646","5224","0","0","0","0"
"647","647","0","0","0","0"
"648","8153","0","0","0","0"
"649","6674","0","0","0","0"
"650","4143","0","0","0","0"
"651","3847","0","0","0","0"
"652","652","0","0","0","0"
"653","653","0","0","0","0"
"654","5049","0","0","0","0"
"655","8597","0","0","0","0"
"656","2098","0","0","0","0"
"657","657","0","0","0","0"
"658","658","0","0","0","0"
"659","854","0","0","0","0"
"660","8790","0","0","0","0"
"661","3285","0","0","0","0"
"662","4558","0","0","0","0"
"663","6010","0","0","0","0"
"664","722","0","0","0","0"
"665","665","0","0","0","0"
"666","666","0","0","0","0"
"667","667","0","0","0","0"
"668","4739","0","0","0","0"
"669","669","0","0","0","0"
"670","6460","0","0","0","0"
"671","2646","0","0","0","0"
"672","4630","0","0","0","0"
"673","673","0","0","0","0"
"674","674","0","0","0","0"
"675","675","0","0","0","0"
"676","7887","0","0","0","0"
"677","677","0","0","0","0"
"678","678","0","0","0","0"
"679","2836","0","0","0","0"
"680","8267","0","0","0","0"
"681","1861","0","0","0","0"
"682","8982","0","0","0","0"
"683","7706","0","0","0","0"
"684","684","0","0","0","0"
"685","685","0","0","0","0"
"686","686","0","0","0","0"
"687","7008","0","0","0","0"
"688","8648","0","0","0","0"
"689","689","0","0","0","0"
"690","4797","0","0","0","0"
"691","691","0","0","0","0"
"692","4530","0","0","0","0"
"693","693","0","0","0","0"
"694","5059","0","0","0","0"
"695","695","0","0","0","0"
"696","696","0","0","0","0"
"697","697","0","0","0","0"
"698","698","0","0","0","0"
"699","699","0","0","0","0"
"700","700","0","0","0","0"
"701","701","0","0","0","0"
"702","702","0","0","0","0"
"703","703","0","0","0","0"
"704","704","0","0","0","0"
"705","705","0","0","0","0"
"706","7932","0","0","0","0"
"707","707","0","0","0","0"
"708","708","0","0","0","0"
"709","709","0","0","0","0"
"710","5284","0","0","0","0"
"711","5881","0","0","0","0"
"712","1123","0","0","0","0"
"713","8231","0","0","0","0"
"714","714","0","0","0","0"
"715","7977","0","0","0","0"
"716","4655","0","0","0","0"
"717","4248","0","0","0","0"
"718","718","0","0","0","0"
"719","719","0","0","0","0"
"720","2070","0","0","0","0"
"721","721","0","0","0","0"
"722","722","0","0","0","0"
"723","2903","0","0","0","0"
"724","1920","0","0","0","0"
"725","6705","0","0","0","0"
"726","726","0","0","0","0"
"727","6163","0","0","0","0"
"728","1559","0","0","0","0"
"729","8749","0","0","0","0"
"730","4501","0","0","0","0"
"731","731","0","0","0","0"
"732","732","0","0","0","0"
"733","733","0","0","0","0"
"734","3916","0","0","0","0"
"735","735","0","0","0","0"
"736","5943","0","0","0","0"
"737","8168","0","0","0","0"
"738","3399","0","0","0","0"
"739","739","0","0","0","0"
"740","740","0","0","0","0"
"741","741","0","0","0","0"
"742","742","0","0","0","0"
"743","743","0","0","0","0"
"744","3387","0","0","0","0"
"745","6662","0","0","0","0"
"746","7088","0","0","0","0"
"747","2986","0","0","0","0"
"748","748","0","0","0","0"
"749","2799","0","0","0","0"
"750","952","0","0","0","0"
"751","2434","0","0","0","0"
"752","752","0","0","0","0"
"753","753","0","0","0","0"
"754","6442","0","0","0","0"
"755","755","0","0","0","0"
"756","756","0","0","0","0"
"757","5791","0","0","0","0"
"758","758","0","0","0","0"
"759","759","0","0","0","0"
"760","760","0","0","0","0"
"761","5250","0","0","0","0"
"762","762","0","0","0","0"
"763","763","0","0","0","0"
"764","1092","0","0","0","0"
"765","5021","0","0","0","0"
"766","1717","0","0","0","0"
"767","767","0","0","0","0"
"768","4338","0","0","0","0"
"769","4793","0","0","0","0"
"770","8859","0","0","0","0"
"771","771","0","0","0","0"
"772","6711","0","0","0","0"
"773","5718","0","0","0","0"
"774","5971","0","0","0","0"
"775","775","0","0","0","0"
"776","2936","0","0","0","0"
"777","777","0","0","0","0"
"778","778","0","0","0","0"
"779","6319","0","0","0","0"
"780","780","0","0","0","0"
"781","781","0","0","0","0"
"782","782","0","0","0","0"
"783","2830","0","0","0","0"
"784","784","0","0","0","0"
"785","785","0","0","0","0"
"786","786","0","0","0","0"
"787","6595","0","0","0","0"
"788","6442","0","0","0","0"
"789","1561","0","0","0","0"
"790","790","0","0","0","0"
"791","791","0","0","0","0"
"792","8681","0","0","0","0"
"793","3743","0","0","0","0"
"794","8171","0","0","0","0"
"795","795","0","0","0","0"
"796","796","0","0","0","0"
"797","797","0","0","0","0"
"798","5347","0","0","0","0"
"799","2197","0","0","0","0"
"800","7995","0","0","0","0"
"801","801","0","0","0","0"
"802","7539","0","0","0","0"
"803","6105","0","0","0","0"
"804","5075","0","0","0","0"
"805","805","0","0","0","0"
"806","806","0","0","0","0"
"807","2757","0","0","0","0"
"808","1411","0","0","0","0"
"809","809","0","0","0","0"
"810","810","0","0","0","0"
"811","811","0","0","0","0"
"812","812","0","0","0","0"
"813","813","0","0","0","0"
"814","5409","0","0","0","0"
"815","815","0","0","0","0"
"816","5401","0","0","0","0"
"817","817","0","0","0","0"
"818","7112","0","0","0","0"
"819","819","0","0","0","0"
"820","820","0","0","0","0"
"821","4626","0","0","0","0"
"822","822","0","0","0","0"
"823","5221","0","0","0","0"
"824","824","0","0","0","0"
"825","2087","0","0","0","0"
"826","826","0","0","0","0"
"827","7727","0","0","0","0"
"828","8275","0","0","0","0"
"829","829","0","0","0","0"
"830","830","0","0","0","0"
"831","1891","0","0","0","0"
"832","3712","0","0","0","0"
"833","833","0","0","0","0"
"834","8842","0","0","0","0"
"835","835","0","0","0","0"
"836","836","0","0","0","0"
"837","1724","0","0","0","0"
"838","8839","0","0","0","0"
"839","8708","0","0","0","0"
"840","4447","0","0","0","0"
"841","8243","0","0","0","0"
"842","842","0","0","0","0"
"843","6888","0","0","0","0"
"844","4728","0","0","0","0"
"845","845","0","0","0","0"
"846","2193","0","0","0","0"
"847","847","0","0","0","0"
"848","6703","0","0","0","0"
"849","1229","0","0","0","0"
"850","850","0","0","0","0"
"851","851","0","0","0","0"
"852","4957","0","0","0","0"
"853","1589","0","0","0","0"
"854","854","0","0","0","0"
"855","8288","0","0","0","0"
"856","856","0","0","0","0"
"857","857","0","0","0","0"
"858","858","0","0","0","0"
"859","859","0","0","0","0"
"860","860","0","0","0","0"
"861","1409","0","0","0","0"
"862","7518","0","0","0","0"
"863","7414","0","0","0","0"
"864","7543","0","0","0","0"
"865","865","0","0","0","0"
"866","866","0","0","0","0"
"867","867","0","0","0","0"
"868","868","0","0","0","0"
"869","8385","0","0","0","0"
"870","1342","0","0","0","0"
"871","5013","0","0","0","0"
"872","872","0","0","0","0"
"873","7748","0","0","0","0"
"874","874","0","0","0","0"
"875","4496","0","0","0","0"
"876","6243","0","0","0","0"
"877","877","0","0","0","0"
"878","878","0","0","0","0"
"879","8157","0","0","0","0"
"880","2714","0","0","0","0"
"881","8080","0","0","0","0"
"882","882","0","0","0","0"
"883","8642","0","0","0","0"
"884","2011","0","0","0","0"
"885","885","0","0","0","0"
"886","886","0","0","0","0"
"887","5122","0","0","0","0"
"888","888","0","0","0","0"
"889","889","0","0","0","0"
"890","890","0","0","0","0"
"891","891","0","0","0","0"
"892","4253","0","0","0","0"
"893","893","0","0","0","0"
"894","2821","0","0","0","0"
"895","7812","0","0","0","0"
"896","3162","0","0","0","0"
"897","897","0","0","0","0"
"898","898","0","0","0","0"
"899","899","0","0","0","0"
"900","6975","0","0","0","0"
"901","2276","0","0","0","0"
"902","8132","0","0","0","0"
"903","903","0","0","0","0"
"904","1161","0","0","0","0"
"905","4638","0","0","0","0"
"906","4062","0","0","0","0"
"907","3090","0","0","0","0"
"908","908","0","0","0","0"
"909","909","0","0","0","0"
"910","910","0","0","0","0"
"911","911","0","0","0","0"
"912","912","0","0","0","0"
"913","3084","0","0","0","0"
"914","2978","0","0","0","0"
"915","6020","0","0","0","0"
"916","916","0","0","0","0"
"917","917","0","0","0","0"
"918","918","0","0","0","0"
"919","1258","0","0","0","0"
"920","6750","0","0","0","0"
"921","921","0","0","0","0"
"922","922","0","0","0","0"
"923","8406","0","0","0","0"
"924","3434","0","0","0","0"
"925","925","0","0","0","0"
"926","926","0","0","0","0"
"927","4567","0","0","0","0"
"928","928","0","0","0","0"
"929","3602","0","0","0","0"
"930","930","0","0","0","0"
"931","931","0","0","0","0"
"932","932","0","0","0","0"
"933","933","0","0","0","0"
"934","934","0","0","0","0"
"935","7028","0","0","0","0"
"936","936","0","0","0","0"
"937","1078","0","0","0","0"
"938","938","0","0","0","0"
"939","939","0","0","0","0"
"940","3330","0","0","0","0"
"941","5854","0","0","0","0"
"942","6787","0","0","0","0"
"943","2510","0","0","0","0"
"944","8123","0","0","0","0"
"945","945","0","0","0","0"
"946","3904","0","0","0","0"
"947","4326","0","0","0","0"
"948","948","0","0","0","0"
"949","949","0","0","0","0"
"950","950","0","0","0","0"
"951","4540","0","0","0","0"
"952","952","0","0","0","0"
"953","6213","0","0","0","0"
"954","954","0","0","0","0"
"955","5197","0","0","0","0"
"956","956","0","0","0","0"
"957","8456","0","0","0","0"
"958","958","0","0","0","0"
"959","959","0","0","0","0"
"960","5634","0","0","0","0"
"961","961","0","0","0","0"
"962","962","0","0","0","0"
